STDR_YYQU_CD,ADSTRD_CD,ADSTRD_CD_NM,TRDAR_CHNGE_IX,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
20203,11140520,소공동,HH,정체,138,66,95,50
20203,11170640,이촌2동,HH,정체,110,63,95,50
20203,11170625,한강로동,HH,정체,113,56,95,50
20203,11200615,금호2?3가동,HH,정체,99,54,95,50
20203,11200650,성수1가1동,LH,상권확장,84,51,95,50
20203,11200535,왕십리도선동,LL,다이나믹,76,49,95,50
20203,11230560,전농1동,LH,상권확장,93,51,95,50
20203,11260520,면목2동,HL,상권축소,96,46,95,50
20203,11260580,상봉1동,LL,다이나믹,79,46,95,50
20203,11290685,길음2동,LL,다이나믹,87,49,95,50
20203,11290600,안암동,LH,상권확장,90,51,95,50
20203,11305535,미아동,LL,다이나믹,90,46,95,50
20203,11305603,번2동,HL,상권축소,95,49,95,50
20203,11305608,번3동,LL,다이나믹,92,46,95,50
20203,11305635,수유3동,LL,다이나믹,89,45,95,50
20203,11320690,방학1동,LL,다이나믹,87,46,95,50
20203,11320710,방학3동,LH,상권확장,87,50,95,50
20203,11320512,창2동,LL,다이나믹,93,46,95,50
20203,11350640,상계2동,LL,다이나믹,85,45,95,50
20203,11350621,중계1동,LL,다이나믹,87,47,95,50
20203,11380520,불광1동,LH,상권확장,92,52,95,50
20203,11380530,불광2동,HH,정체,95,50,95,50
20203,11380650,수색동,HH,정체,122,60,95,50
20203,11410660,홍은1동,HH,정체,103,53,95,50
20203,11410640,홍제3동,HH,정체,104,55,95,50
20203,11440655,서강동,LL,다이나믹,75,44,95,50
20203,11440730,성산2동,LH,상권확장,89,54,95,50
20203,11440630,신수동,LH,상권확장,84,51,95,50
20203,11440555,아현동,LH,상권확장,92,51,95,50
20203,11470560,신월1동,LL,다이나믹,94,44,95,50
20203,11530720,고척1동,HL,상권축소,100,50,95,50
20203,11560720,대림3동,HL,상권축소,96,44,95,50
20203,11590530,상도1동,LH,상권확장,94,52,95,50
20203,11620585,낙성대동,LL,다이나믹,80,48,95,50
20203,11620525,보라매동,LL,다이나믹,83,49,95,50
20203,11650620,방배3동,HL,상권축소,117,50,95,50
20203,11650621,방배4동,HH,정체,106,52,95,50
20203,11650590,방배본동,HL,상권축소,101,48,95,50
20203,11680660,개포1동,LH,상권확장,93,61,95,50
20203,11680690,개포4동,HL,상권축소,106,48,95,50
20203,11680700,세곡동,LL,다이나믹,57,45,95,50
20203,11680640,역삼1동,LL,다이나믹,83,45,95,50
20203,11680650,역삼2동,LL,다이나믹,84,45,95,50
20203,11710632,가락2동,HL,상권축소,97,48,95,50
20203,11710600,석촌동,LL,다이나믹,87,46,95,50
20203,11710720,잠실7동,HH,정체,123,62,95,50
20203,11710650,잠실본동,LL,다이나믹,94,47,95,50
20203,11740515,강일동,LL,다이나믹,61,44,95,50
20203,11740685,길동,LL,다이나믹,91,46,95,50
20203,11140570,필동,HH,정체,126,55,95,50
20203,11140670,황학동,HH,정체,107,63,95,50
20203,11170520,용산2가동,LL,다이나믹,71,45,95,50
20203,11170630,이촌1동,HH,정체,122,59,95,50
20203,11170580,효창동,LH,상권확장,91,58,95,50
20203,11200550,사근동,LH,상권확장,81,50,95,50
20203,11200660,성수1가2동,LL,다이나믹,72,49,95,50
20203,11200720,송정동,HL,상권축소,100,48,95,50
20203,11215780,능동,LH,상권확장,88,52,95,50
20203,11215820,자양1동,LL,다이나믹,92,48,95,50
20203,11215840,자양3동,LL,다이나믹,83,50,95,50
20203,11215770,중곡4동,LH,상권확장,93,50,95,50
20203,11230705,청량리동,HH,정체,149,56,95,50
20203,11260575,면목3?8동,LL,다이나믹,91,46,95,50
20203,11260550,면목5동,LL,다이나믹,88,46,95,50
20203,11260570,면목7동,HL,상권축소,101,46,95,50
20203,11290575,동선동,LL,다이나믹,92,48,95,50
20203,11290810,석관동,HH,정체,105,51,95,50
20203,11290760,장위1동,HH,정체,97,50,95,50
20203,11290705,종암동,HH,정체,96,51,95,50
20203,11305534,삼양동,HL,상권축소,98,48,95,50
20203,11320521,도봉1동,HL,상권축소,98,49,95,50
20203,11320511,창1동,LL,다이나믹,89,48,95,50
20203,11350580,월계3동,LH,상권확장,85,50,95,50
20203,11380560,구산동,LL,다이나믹,88,49,95,50
20203,11380510,녹번동,LL,다이나믹,85,49,95,50
20203,11410710,북가좌1동,LL,다이나믹,80,44,95,50
20203,11410720,북가좌2동,LL,다이나믹,89,47,95,50
20203,11470530,목3동,HL,상권축소,96,50,95,50
20203,11470610,신월6동,LH,상권확장,86,54,95,50
20203,11470620,신정1동,HL,상권축소,97,47,95,50
20203,11500530,등촌2동,HL,상권축소,95,46,95,50
20203,11500640,방화2동,LH,상권확장,86,52,95,50
20203,11500550,화곡2동,LL,다이나믹,89,47,95,50
20203,11500570,화곡4동,LL,다이나믹,91,46,95,50
20203,11530740,개봉1동,LH,상권확장,94,50,95,50
20203,11530790,수궁동,LH,상권확장,89,51,95,50
20203,11545610,독산1동,LH,상권확장,87,50,95,50
20203,11545630,독산3동,HL,상권축소,106,45,95,50
20203,11560585,도림동,LL,다이나믹,93,49,95,50
20203,11560620,양평2동,HL,상권축소,96,49,95,50
20203,11560535,영등포동,HH,정체,115,55,95,50
20203,11590520,노량진2동,HH,정체,113,56,95,50
20203,11590650,사당4동,LL,다이나믹,94,49,95,50
20203,11620735,대학동,LL,다이나믹,90,45,95,50
20203,11620665,서림동,LL,다이나믹,90,49,95,50
20203,11650570,반포2동,HH,정체,104,60,95,50
20203,11710620,가락본동,LL,다이나믹,91,45,95,50
20203,11710540,마천1동,HL,상권축소,98,45,95,50
20203,11710550,마천2동,HH,정체,103,50,95,50
20203,11710642,문정2동,LL,다이나믹,61,38,95,50
20203,11710566,오륜동,HH,정체,127,62,95,50
20203,11740560,고덕2동,LH,상권확장,65,52,95,50
20203,11740650,성내2동,LL,다이나믹,93,44,95,50
20203,11740570,암사1동,LL,다이나믹,91,45,95,50
20203,11740590,암사3동,LH,상권확장,77,53,95,50
20203,11110550,부암동,LH,상권확장,94,53,95,50
20203,11170530,남영동,HH,정체,101,54,95,50
20203,11170685,한남동,LH,상권확장,84,51,95,50
20203,11200620,금호4가동,LH,상권확장,93,53,95,50
20203,11230730,휘경2동,LL,다이나믹,79,49,95,50
20203,11260620,묵1동,LL,다이나믹,84,48,95,50
20203,11260630,묵2동,LL,다이나믹,92,48,95,50
20203,11260590,상봉2동,LL,다이나믹,92,49,95,50
20203,11260690,신내2동,LL,다이나믹,88,48,95,50
20203,11290580,돈암1동,LH,상권확장,85,52,95,50
20203,11290610,보문동,HL,상권축소,96,48,95,50
20203,11290630,정릉2동,HH,정체,96,52,95,50
20203,11305595,번1동,LL,다이나믹,90,44,95,50
20203,11305575,삼각산동,LL,다이나믹,81,46,95,50
20203,11320522,도봉2동,LL,다이나믹,90,46,95,50
20203,11320680,쌍문3동,LL,다이나믹,92,48,95,50
20203,11320513,창3동,LL,다이나믹,95,49,95,50
20203,11350624,중계4동,LL,다이나믹,89,45,95,50
20203,11380552,갈현2동,LL,다이나믹,85,48,95,50
20203,11380640,증산동,HH,정체,106,51,95,50
20203,11410555,북아현동,HH,정체,109,56,95,50
20203,11440700,망원2동,LL,다이나믹,87,45,95,50
20203,11440740,상암동,LL,다이나믹,63,41,95,50
20203,11500520,등촌1동,LH,상권확장,81,51,95,50
20203,11500593,화곡8동,LL,다이나믹,84,47,95,50
20203,11500590,화곡본동,LL,다이나믹,94,49,95,50
20203,11530550,구로4동,HL,상권축소,96,46,95,50
20203,11530800,항동,LH,상권확장,40,55,95,50
20203,11560630,신길1동,HH,정체,109,51,95,50
20203,11560610,양평1동,LL,다이나믹,80,50,95,50
20203,11560515,영등포본동,LH,상권확장,79,52,95,50
20203,11590560,상도4동,LH,상권확장,88,50,95,50
20203,11590605,흑석동,HH,정체,97,54,95,50
20203,11620630,남현동,LH,상권확장,91,51,95,50
20203,11620645,서원동,LH,상권확장,92,53,95,50
20203,11620565,성현동,LL,다이나믹,85,46,95,50
20203,11620655,신원동,LL,다이나믹,94,46,95,50
20203,11620575,행운동,HH,정체,99,50,95,50
20203,11650560,반포1동,LL,다이나믹,84,43,95,50
20203,11650600,방배1동,LH,상권확장,93,51,95,50
20203,11650651,양재1동,HH,정체,95,50,95,50
20203,11680670,개포2동,HH,정체,96,51,95,50
20203,11680531,논현2동,LL,다이나믹,84,47,95,50
20203,11680630,대치4동,LL,다이나믹,79,45,95,50
20203,11680510,신사동,LL,다이나믹,87,47,95,50
20203,11680545,압구정동,HL,상권축소,95,46,95,50
20203,11680720,일원본동,LH,상권확장,92,50,95,50
20203,11710610,삼전동,LL,다이나믹,87,45,95,50
20203,11710690,잠실4동,LL,다이나믹,85,48,95,50
20203,11710646,장지동,LL,다이나믹,85,45,95,50
20203,11740700,둔촌2동,LL,다이나믹,94,47,95,50
20203,11110570,무악동,HH,정체,98,62,95,50
20203,11110680,창신2동,HH,정체,106,56,95,50
20203,11140650,신당5동,LH,상권확장,85,50,95,50
20203,11140540,회현동,HH,정체,139,65,95,50
20203,11170590,용문동,HH,정체,102,50,95,50
20203,11170570,원효로2동,HH,정체,117,51,95,50
20203,11200560,행당1동,LH,상권확장,89,51,95,50
20203,11215860,구의2동,LH,상권확장,92,52,95,50
20203,11215847,자양4동,LL,다이나믹,92,49,95,50
20203,11215760,중곡3동,LL,다이나믹,91,47,95,50
20203,11215710,화양동,LL,다이나믹,83,48,95,50
20203,11230740,이문1동,HH,정체,103,53,95,50
20203,11260655,망우본동,HL,상권축소,97,48,95,50
20203,11305545,송중동,LL,다이나믹,83,47,95,50
20203,11305555,송천동,HL,상권축소,96,48,95,50
20203,11350720,상계10동,LL,다이나믹,82,46,95,50
20203,11350710,상계9동,HL,상권축소,97,49,95,50
20203,11350570,월계2동,LL,다이나믹,85,50,95,50
20203,11350625,중계2?3동,LH,상권확장,86,50,95,50
20203,11380631,신사1동,LL,다이나믹,93,47,95,50
20203,11410520,천연동,HH,정체,106,53,95,50
20203,11440720,성산1동,LL,다이나믹,84,48,95,50
20203,11470590,신월4동,LL,다이나믹,94,48,95,50
20203,11470600,신월5동,LL,다이나믹,90,49,95,50
20203,11470670,신정6동,LL,다이나믹,83,45,95,50
20203,11500535,등촌3동,LL,다이나믹,78,48,95,50
20203,11500611,발산1동,LL,다이나믹,72,50,95,50
20203,11500630,방화1동,LL,다이나믹,85,45,95,50
20203,11500641,방화3동,HL,상권축소,96,49,95,50
20203,11500591,화곡6동,LL,다이나믹,85,44,95,50
20203,11530770,오류1동,LH,상권확장,91,52,95,50
20203,11545710,시흥5동,HL,상권축소,100,49,95,50
20203,11560560,당산2동,LH,상권확장,91,50,95,50
20203,11560680,신길6동,HL,상권축소,98,48,95,50
20203,11590680,신대방2동,HL,상권축소,102,50,95,50
20203,11620775,난곡동,HH,정체,100,51,95,50
20203,11620715,난향동,LL,다이나믹,77,45,95,50
20203,11650660,내곡동,HH,정체,100,61,95,50
20203,11650581,반포4동,HH,정체,128,60,95,50
20203,11650510,서초1동,HH,정체,106,52,95,50
20203,11650520,서초2동,LL,다이나믹,87,46,95,50
20203,11650531,서초4동,HL,상권축소,103,50,95,50
20203,11680521,논현1동,LL,다이나믹,86,46,95,50
20203,11680656,도곡2동,HL,상권축소,100,49,95,50
20203,11710531,거여1동,LL,다이나믹,88,46,95,50
20203,11710680,잠실3동,HH,정체,102,63,95,50
20203,11710510,풍납1동,HL,상권축소,113,50,95,50
20203,11110710,숭인2동,HL,상권축소,103,45,95,50
20203,11110690,창신3동,LH,상권확장,84,50,95,50
20203,11140625,다산동,LH,상권확장,92,52,95,50
20203,11140665,동화동,LH,상권확장,84,52,95,50
20203,11140580,장충동,HH,정체,118,56,95,50
20203,11200590,금호1가동,LH,상권확장,87,52,95,50
20203,11200520,왕십리2동,LH,상권확장,90,50,95,50
20203,11230536,용신동,HH,정체,103,50,95,50
20203,11230750,이문2동,LH,상권확장,94,51,95,50
20203,11230570,전농2동,HL,상권축소,104,48,95,50
20203,11230720,휘경1동,HH,정체,98,50,95,50
20203,11260565,면목본동,LL,다이나믹,92,45,95,50
20203,11260600,중화1동,HL,상권축소,95,49,95,50
20203,11290660,길음1동,HH,정체,95,56,95,50
20203,11290780,장위3동,LH,상권확장,92,56,95,50
20203,11350665,상계3?4동,HL,상권축소,101,50,95,50
20203,11350619,중계본동,LL,다이나믹,86,45,95,50
20203,11380570,대조동,LH,상권확장,92,50,95,50
20203,11380632,신사2동,LL,다이나믹,87,47,95,50
20203,11410565,충현동,HH,정체,106,55,95,50
20203,11440600,대흥동,LH,상권확장,93,51,95,50
20203,11440690,망원1동,LL,다이나믹,74,47,95,50
20203,11440710,연남동,LL,다이나믹,56,41,95,50
20203,11440680,합정동,LL,다이나믹,69,47,95,50
20203,11470580,신월3동,HL,상권축소,108,47,95,50
20203,11500620,공항동,LL,다이나믹,89,48,95,50
20203,11500540,화곡1동,LL,다이나믹,90,46,95,50
20203,11530750,개봉2동,LH,상권확장,94,53,95,50
20203,11530760,개봉3동,HL,상권축소,110,48,95,50
20203,11530520,구로1동,HL,상권축소,110,50,95,50
20203,11530530,구로2동,HH,정체,120,53,95,50
20203,11545640,독산4동,HL,상권축소,98,48,95,50
20203,11545690,시흥3동,HH,정체,126,57,95,50
20203,11560605,문래동,LH,상권확장,86,51,95,50
20203,11560650,신길3동,HH,정체,112,55,95,50
20203,11560660,신길4동,HL,상권축소,105,49,95,50
20203,11560690,신길7동,LL,다이나믹,89,49,95,50
20203,11590630,사당2동,HL,상권축소,99,49,95,50
20203,11590640,사당3동,LL,다이나믹,94,48,95,50
20203,11590670,신대방1동,HL,상권축소,106,47,95,50
20203,11620765,미성동,HH,정체,100,51,95,50
20203,11620745,삼성동,HH,정체,104,51,95,50
20203,11650540,잠원동,LL,다이나믹,91,48,95,50
20203,11680600,대치1동,HL,상권축소,97,50,95,50
20203,11680655,도곡1동,HL,상권축소,98,49,95,50
20203,11680750,수서동,HH,정체,98,54,95,50
20203,11710580,송파1동,LL,다이나믹,90,47,95,50
20203,11710647,위례동,LL,다이나믹,40,27,95,50
20203,11710670,잠실2동,LL,다이나믹,75,40,95,50
20203,11740540,명일2동,HH,정체,97,53,95,50
20203,11740610,천호2동,LH,상권확장,91,50,95,50
20203,11110530,사직동,HH,정체,111,56,95,50
20203,11110615,종로1?2?3?4가동,HH,정체,132,64,95,50
20203,11110515,청운효자동,LH,상권확장,90,52,95,50
20203,11110560,평창동,HH,정체,103,56,95,50
20203,11140550,명동,HH,정체,136,56,95,50
20203,11140605,을지로동,HH,정체,149,66,95,50
20203,11170560,원효로1동,HH,정체,108,54,95,50
20203,11170555,청파동,HH,정체,101,50,95,50
20203,11215850,구의1동,HL,상권축소,99,48,95,50
20203,11215740,중곡1동,LL,다이나믹,94,48,95,50
20203,11230610,답십리2동,HH,정체,114,54,95,50
20203,11230650,장안1동,HL,상권축소,97,47,95,50
20203,11230545,제기동,HH,정체,114,58,95,50
20203,11260540,면목4동,LL,다이나믹,92,45,95,50
20203,11260680,신내1동,LL,다이나믹,84,47,95,50
20203,11290725,월곡2동,LL,다이나믹,93,50,95,50
20203,11290770,장위2동,HH,정체,114,54,95,50
20203,11305660,인수동,LL,다이나믹,88,44,95,50
20203,11320660,쌍문1동,LL,다이나믹,92,47,95,50
20203,11320670,쌍문2동,LL,다이나믹,92,48,95,50
20203,11320681,쌍문4동,LL,다이나믹,87,49,95,50
20203,11380580,응암1동,HH,정체,98,50,95,50
20203,11380590,응암2동,LL,다이나믹,78,47,95,50
20203,11380690,진관동,LL,다이나믹,60,45,95,50
20203,11410690,남가좌1동,HH,정체,106,59,95,50
20203,11410700,남가좌2동,LL,다이나믹,91,48,95,50
20203,11410620,홍제1동,HH,정체,106,51,95,50
20203,11410655,홍제2동,HH,정체,101,56,95,50
20203,11440585,도화동,LH,상권확장,94,51,95,50
20203,11440610,염리동,LL,다이나믹,89,48,95,50
20203,11470520,목2동,LL,다이나믹,89,49,95,50
20203,11470540,목4동,LL,다이나믹,93,44,95,50
20203,11470550,목5동,LL,다이나믹,89,48,95,50
20203,11470570,신월2동,HH,정체,96,50,95,50
20203,11500603,가양1동,LL,다이나믹,46,41,95,50
20203,11500604,가양2동,LL,다이나믹,93,49,95,50
20203,11530730,고척2동,HL,상권축소,99,48,95,50
20203,11530510,신도림동,LL,다이나믹,85,47,95,50
20203,11530780,오류2동,LL,다이나믹,80,47,95,50
20203,11545620,독산2동,LL,다이나믹,94,46,95,50
20203,11545670,시흥1동,HH,정체,98,50,95,50
20203,11560540,여의동,HH,정체,109,50,95,50
20203,11590660,대방동,HH,정체,96,50,95,50
20203,11590620,사당1동,LL,다이나믹,92,47,95,50
20203,11590540,상도2동,HH,정체,102,52,95,50
20203,11590550,상도3동,LL,다이나믹,93,46,95,50
20203,11650550,반포본동,HH,정체,127,54,95,50
20203,11650610,방배2동,LH,상권확장,87,52,95,50
20203,11650652,양재2동,HL,상권축소,114,49,95,50
20203,11680565,청담동,LL,다이나믹,89,49,95,50
20203,11710562,방이2동,LL,다이나믹,86,48,95,50
20203,11710520,풍납2동,HH,정체,105,51,95,50
20203,11740550,고덕1동,LL,다이나믹,70,47,95,50
20203,11740660,성내3동,HL,상권축소,99,45,95,50
20204,11110540,삼청동,LH,상권확장,89,53,96,50
20204,11110700,숭인1동,HH,정체,97,57,96,50
20204,11110630,종로5?6가동,HH,정체,123,64,96,50
20204,11140635,약수동,LH,상권확장,93,53,96,50
20204,11170700,보광동,LH,상권확장,94,50,96,50
20204,11170690,서빙고동,HH,정체,98,58,96,50
20204,11170660,이태원2동,LL,다이나믹,73,45,96,50
20204,11200540,마장동,HH,정체,113,58,96,50
20204,11200645,옥수동,LL,다이나믹,80,48,96,50
20204,11200580,응봉동,LL,다이나믹,91,48,96,50
20204,11215810,광장동,LH,상권확장,86,51,96,50
20204,11215730,군자동,LL,다이나믹,94,48,96,50
20204,11215830,자양2동,LL,다이나믹,95,49,96,50
20204,11215750,중곡2동,LL,다이나믹,95,47,96,50
20204,11230660,장안2동,LL,다이나믹,93,46,96,50
20204,11260610,중화2동,HL,상권축소,96,48,96,50
20204,11290555,삼선동,HL,상권축소,96,50,96,50
20204,11290525,성북동,HH,정체,97,54,96,50
20204,11290640,정릉3동,HH,정체,97,55,96,50
20204,11305625,수유2동,LL,다이나믹,89,49,96,50
20204,11305645,우이동,LH,상권확장,93,50,96,50
20204,11320700,방학2동,LL,다이나믹,91,46,96,50
20204,11350595,공릉1동,LL,다이나믹,93,50,96,50
20204,11350600,공릉2동,LL,다이나믹,82,48,96,50
20204,11350630,상계1동,LL,다이나믹,85,46,96,50
20204,11350670,상계5동,LL,다이나믹,90,46,96,50
20204,11350700,상계8동,LH,상권확장,88,51,96,50
20204,11350560,월계1동,LL,다이나믹,91,50,96,50
20204,11350611,하계1동,LH,상권확장,90,50,96,50
20204,11380625,역촌동,LL,다이나믹,87,47,96,50
20204,11410585,신촌동,HL,상권축소,96,49,96,50
20204,11410685,홍은2동,LH,상권확장,93,52,96,50
20204,11440660,서교동,LL,다이나믹,76,45,96,50
20204,11440590,용강동,HL,상권축소,96,49,96,50
20204,11470510,목1동,LL,다이나믹,82,48,96,50
20204,11470611,신월7동,HL,상권축소,98,45,96,50
20204,11470630,신정2동,LL,다이나믹,92,48,96,50
20204,11470640,신정3동,LH,상권확장,95,50,96,50
20204,11470650,신정4동,LL,다이나믹,93,46,96,50
20204,11500605,가양3동,LH,상권확장,88,52,96,50
20204,11500510,염창동,LH,상권확장,94,53,96,50
20204,11500615,우장산동,LL,다이나믹,80,48,96,50
20204,11530540,구로3동,LL,다이나믹,78,46,96,50
20204,11545510,가산동,LL,다이나믹,73,47,96,50
20204,11560700,대림1동,HL,상권축소,106,48,96,50
20204,11560670,신길5동,LL,다이나믹,91,50,96,50
20204,11590651,사당5동,LL,다이나믹,88,49,96,50
20204,11620695,신림동,LL,다이나믹,91,48,96,50
20204,11620625,인헌동,LH,상권확장,91,50,96,50
20204,11620725,조원동,HL,상권축소,101,45,96,50
